id,speaker_nm,conversation_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens,date,extracted_entities,content_category,enhanced_hate_score,virality_score,spike_day,engagement_rank,hate_intensity,hate_keywords_count,reply_chain_depth,spike_cause,spike_top_entities,spike_external_cause,contextual_relevance,is_reply,user_influence,mention_count,hashtag_count,url_count,conversation_size,conversation_centrality
1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,1339230232088367105,,2020-12-16 15:25:43,"BLM-antifa in Seattle have set up another autonomous zone at Cal Anderson Park in the Capital Hill neighborhood. This is the same area they made CHAZ during the summer months. Video by 
@choeshow
:",5200,2700,1400,blmantifa seattle set autonomous zone cal anderson park capital hill neighborhood area chaz summer months video choeshow,"made chaz, ('Capital Hill', seattle, @choeshow, 'LOC'), ('Cal Anderson Park', chaz summer, area made, chaz, ('the summer months', video, this, months video, cal anderson park, park capital, autonomous zone, hill neighborhood, another autonomous, anderson park, ('Seattle', cal anderson, neighborhood area, capital hill, zone cal, video choeshow, 'FAC'), 'DATE')], [('BLM-antifa', 'GPE'), 'ORG')",0.2,"[101, 1038, 12624, 3775, 7011, 5862, 2275, 8392, 4224, 10250, 5143, 2380, 3007, 2940, 5101, 2181, 15775, 2480, 2621, 2706, 2678, 16480, 9953, 5004, 102]",2020-12-16,"[""[('BLM-antifa'"", "" 'ORG')"", "" ('Seattle'"", "" 'GPE')"", "" ('Cal Anderson Park'"", "" 'FAC')"", "" ('Capital Hill'"", "" 'LOC')"", "" ('the summer months'"", "" 'DATE')]"", 'made chaz', 'seattle', '@choeshow', 'chaz summer', 'area made', 'chaz', 'video', 'this', 'months video', 'cal anderson park', 'park capital', 'autonomous zone', 'hill neighborhood', 'another autonomous', 'anderson park', 'cal anderson', 'neighborhood area', 'capital hill', 'zone cal', 'video choeshow']",social,0.2,1.0,0,0.9822443181818182,0.2,1,0,normal_activity,,no_spike,none,0,0.6725382210780655,1,0,0,12,0.6666666666666666
1339230948488073219,e5c8cf542fd661dadca05a1f8830e2a4a0d6f9c1286ea7223606ebb003d5d578,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:28:34,"At some point it seems as if we could just start tweeting out videos of landfills and Haitian ghettos and say ""another autonomous zone has erupted in ___"" and they'd be totally believable.",113,2,1,point just start tweeting videos landfills haitian ghettos say autonomous zone erupted theyd totally believable,"seems could, could start, tweeting videos, totally believable, [('Haitian', ___, point seems, zone erupted, videos landfills, start tweeting, haitian, erupted totally, landfills haitian, haitian ghettos, autonomous zone, another autonomous, ghettos say, say another, 'NORP')]",0.45,"[101, 2391, 2074, 2707, 1056, 28394, 3436, 6876, 28382, 2015, 21404, 17276, 2015, 2360, 8392, 4224, 12591, 2027, 2094, 6135, 19337, 2666, 12423, 102]",2020-12-16,"[""[('Haitian'"", "" 'NORP')]"", 'totally believable', 'haitian', 'say another', 'seems could', 'could start', 'tweeting videos', 'another autonomous', 'erupted totally', 'landfills haitian', '___', 'point seems', 'haitian ghettos', 'zone erupted', 'autonomous zone', 'ghettos say', 'videos landfills', 'start tweeting']",general,0.2,0.121,0,0.8835227272727273,0.2,0,1,normal_activity,,no_spike,none,1,0.04915462882349645,0,0,0,12,0.6666666666666666
1339451172659322882,d96eaa7a69102de1eb3a8cc95728da1d48f7a656fd4e3fabae67566b8bdbffa6,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-17 06:03:40,"Hay 
@KathrynTewson
 they’re lying again",13,0,1,hay kathryntewson theyre lying,"[], @kathryntewson, hay kathryntewson, kathryntewson lying, hay",0.0,"[101, 10974, 20484, 2618, 9333, 2239, 2027, 2890, 4688, 102]",2020-12-17,"['[]', 'hay kathryntewson', 'hay', 'kathryntewson lying', '@kathryntewson']",general,0.2,0.015,1,0.7613636363636364,0.2,1,1,activity_spike,"[](10), 'PERSON')](5), trump(4), 'FAC')(3), 'ORG')(3)","Guardian correlation: How many times has Trump lost the election ahahahaha | First Dog on the Moon (score: 2, strength: medium)",general,1,0.006126123463859629,1,0,0,12,0.6666666666666666
1339236439620349957,f6fe7c9f3e038dd0e30b860e84ab9ce0a354ad8759961f4264ef4089ace00abd,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:50:23,"This is what we have to look forward to in the Harris/Biden administration. By the time the sympathizers wake up, it’ll be too late.",87,5,2,look forward harrisbiden administration time sympathizers wake itll late,"this, harris, sympathizers wake, biden, time sympathizers, look forward, 'PERSON')], administration time, wake late, [('Biden', war, forward administration",-0.3,"[101, 2298, 2830, 5671, 17062, 2368, 3447, 2051, 25353, 8737, 25457, 16750, 5256, 2009, 3363, 2397, 102]",2020-12-16,"[""[('Biden'"", "" 'PERSON')]"", 'this', 'harris', 'sympathizers wake', 'biden', 'time sympathizers', 'look forward', 'administration time', 'wake late', 'war', 'forward administration']",international,0.2,0.106,0,0.8806818181818182,0.2,1,1,normal_activity,,no_spike,none,1,0.04326252595340024,0,0,0,12,0.6666666666666666
1339231536642629632,4301e6dfa497e26dbb03cb70e31d28d4dcd56d9c723c0c9998219b7671cbf955,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:30:54,1 time my kid put a note on the door”don’t come in”. I took the door off for a year. That what you do when children throw tantrums. Also you would think with all those collective people together they could come up with a system to clean that place up. Come on man!,74,3,10,1 time kid note doordont come took door year children throw tantrums think collective people come clean place come man,"[('1', clean place, come system, ('a year', took door, door come, also would, door year, people together, kid put, time kid, also, system clean, note door, place come, that, tantrums also, think collective, together could, collective people, come man, year children, 'CARDINAL'), 'DATE')]",0.4583333333333333,"[101, 1015, 2051, 4845, 3602, 2341, 5280, 2102, 2272, 2165, 2341, 2095, 2336, 5466, 9092, 24456, 2015, 2228, 7268, 2111, 2272, 4550, 2173, 2272, 2158, 102]",2020-12-16,"[""[('1'"", "" 'CARDINAL')"", "" ('a year'"", "" 'DATE')]"", 'clean place', 'come system', 'took door', 'door come', 'also would', 'door year', 'people together', 'kid put', 'time kid', 'also', 'system clean', 'note door', 'place come', 'that', 'tantrums also', 'think collective', 'together could', 'collective people', 'come man', 'year children']",general,0.15000000000000002,0.103,0,0.8792613636363636,0.15000000000000002,0,1,normal_activity,,no_spike,none,1,0.0423565705567675,0,0,0,12,0.6666666666666666
1339231959927631873,9e1cf83f1acf96ab273f701aeffa81e258f5eb75376eb1bcfe0dc1eea12b53c0,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:32:35,Andy cuts the video and calls it a CHAZ when it's a homeless encampment.  Not surprising. Gotta get those Ngo Simps fird up right?,50,1,34,andy cuts video calls chaz homeless encampment surprising gotta ngo simps fird right,"andy, 'GPE')], fird right, not, gotta, calls chaz, simps fird, cuts video, get ngo, video calls, 'PERSON'), encampment surprising, ('Ngo Simps', got get, [('Andy', surprising got, homeless encampment, andy cuts, chaz homeless, simps, ngo simps",-0.0321428571428571,"[101, 5557, 7659, 2678, 4455, 15775, 2480, 11573, 4372, 26468, 3672, 11341, 10657, 17895, 21934, 4523, 21554, 2094, 2157, 102]",2020-12-16,"[""[('Andy'"", "" 'PERSON')"", "" ('Ngo Simps'"", "" 'GPE')]"", 'not', 'cuts video', 'get ngo', 'andy', 'gotta', 'video calls', 'fird right', 'calls chaz', 'encampment surprising', 'surprising got', 'homeless encampment', 'andy cuts', 'chaz homeless', 'simps fird', 'got get', 'simps', 'ngo simps']",general,0.1,0.121,0,0.8835227272727273,0.1,0,1,normal_activity,,no_spike,none,1,0.05075506900634902,0,0,0,12,0.6666666666666666
1339234000162844674,75898f79711754df33250afa635e6c5a5b094aa3aa36254dbe99eac16299b639,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:40:42,"I totally support this. As long as we get to build an additional wall around them and never let them come out. Once their supplies diminish, it would only be a matter of time before the problem would resolve itself.",14,0,1,totally support long build additional wall let come supplies diminish matter time problem resolve,"[], time problem, around never, let come, would resolve, never let, come supplies, build additional, once, get build, supplies diminish, support long, problem would, totally support, long get, diminish would, wall around, would matter, matter time, additional wall",-0.0166666666666666,"[101, 6135, 2490, 2146, 3857, 3176, 2813, 2292, 2272, 6067, 11737, 5498, 4095, 3043, 2051, 3291, 10663, 102]",2020-12-16,"['[]', 'let come', 'around never', 'time problem', 'would resolve', 'never let', 'come supplies', 'build additional', 'once', 'get build', 'supplies diminish', 'support long', 'problem would', 'totally support', 'long get', 'diminish would', 'wall around', 'would matter', 'matter time', 'additional wall']",general,0.30000000000000004,0.016,0,0.7649147727272727,0.30000000000000004,0,1,normal_activity,,no_spike,none,1,0.006531208037263921,0,0,0,12,0.6666666666666666
1339313377177460743,c1dfdf3aa7092b8ba47fdc6cd49edf9561d09799136c21867578b06b2cc784b8,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 20:56:07,Wait antifa is a myth! BLM is a multi-billion dollar organization they wouldn't live like this!! Would they? This is what the left has given birth too. How in the world did 81 million people vote for this?,10,1,8,wait antifa myth blm multibillion dollar organization wouldnt live like left given birth world did 81 million people vote,"vote, ('81 million', 'CARDINAL')], how, would live, million people, birth world, left given, [('BLM', 'MONEY'), dollar organization, organization would, wait, myth blm, wait antifa, given birth, this, people vote, would left, like would, world million, antifa myth, live like, ('multi-billion dollar', would, 'ORG')",0.1065340909090909,"[101, 3524, 3424, 7011, 10661, 1038, 13728, 4800, 24457, 3258, 7922, 3029, 2876, 2102, 2444, 2066, 2187, 2445, 4182, 2088, 2106, 6282, 2454, 2111, 3789, 102]",2020-12-16,"[""[('BLM'"", "" 'ORG')"", "" ('multi-billion dollar'"", "" 'MONEY')"", "" ('81 million'"", "" 'CARDINAL')]"", 'vote', 'how', 'would live', 'million people', 'birth world', 'left given', 'dollar organization', 'organization would', 'wait', 'myth blm', 'wait antifa', 'given birth', 'this', 'people vote', 'would left', 'like would', 'world million', 'antifa myth', 'live like', 'would']",politics,0.35,0.029,0,0.8096590909090909,0.35,1,1,normal_activity,,no_spike,none,1,0.01219106182047749,0,0,0,12,0.6666666666666666
1339231336867966980,96354f80deab70e6e022faa66d4c21be4130af9bcc569890c33d17f01e4d046f,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 15:30:07,It’s really wonderful what they’ve been able to build,9,0,1,really wonderful theyve able build,"wonderful able, able build, really wonderful, []",0.75,"[101, 2428, 6919, 2027, 3726, 2583, 3857, 102]",2020-12-16,"['[]', 'wonderful able', 'able build', 'really wonderful']",general,0.1,0.011,0,0.7088068181818182,0.1,0,1,normal_activity,,no_spike,none,1,0.004505785170242464,0,0,0,12,0.6666666666666666
1339342589951176718,3307cc064e814e9b09ef12592ba7733dfcc338ebeb8be88bd6f58ec58f19d2af,1339230232088367105,07f9ebe35e2ea9babe6c54f49f8209b7087cb9db95781878e1a88c891a994a91,2020-12-16 22:52:11,"Wow, Seattle is starting to look like a third world country. WOW.",5,1,1,wow seattle starting look like world country wow,"look like, third world, country wow, [('Seattle', seattle starting, starting look, world country, like third, 'GPE'), ('WOW', wow, 'ORG')], seattle, wow seattle",0.05,"[101, 10166, 5862, 3225, 2298, 2066, 2088, 2406, 10166, 102]",2020-12-16,"[""[('Seattle'"", "" 'GPE')"", "" ('WOW'"", "" 'ORG')]"", 'look like', 'third world', 'country wow', 'seattle starting', 'starting look', 'world country', 'like third', 'wow', 'seattle', 'wow seattle']",general,0.0,0.01,0,0.6910511363636364,0.0,0,1,normal_activity,,no_spike,none,1,0.0041454708862291405,0,0,0,12,0.6666666666666666
